labels,translated
1,ဒီတော့ အရေးပါတဲ့ တုန်လှုပ်ခြင်းနဲ့ဆိုင်တဲ့ ပူပန်မှုကြောင့် စိတ်ကျန်းမာရေး ဆရာဝန်သစ်ဆီသွားတော့ သူက ဒီဆေးတွေပေးတယ်။ လိုအပ်တဲ့အတိုင်း Xanax 2mg သောက်နေတယ်။ ဒီပူပန်မှုအတွက် ပေါင်းစပ်ဆေးကို ဘယ်လိုထင်လဲ။ Escitalopram လို SSRI တွေနဲ့ Ethyl Loflazepate လို Benzos တွေကို စမ်းကြည့်ပြီး အလုပ်မဖြစ်ခဲ့ဘူး။ Xanax ကလွဲရင်ပေါ့။ ဒီတော့ ဒီဆေးတွေအကြောင်း ဘာထင်လဲ။ ဒီဆေးတွေက စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။ စိတ်ကျန်းမာရေးကို ထိခိုက်စေတယ်။
1,ပြီးခဲ့တဲ့ ၃ ပတ်က ခေါင်းကိုက်ပြီး ဆေးရုံကိုသွားခဲ့တယ်။ CT scan လုပ်တော့ ပုံမှန်ဖြစ်သွားတယ်။ နောက်တော့ ခါးပတ်ကို ထိုးဖောက်တယ်။ ဒေါက်တာက တစ်နာရီခွဲလောက် အချိန်ယူပြီး ကျနော့်နောက်ကျောကို ထိုးတယ်။ ဘယ်လိုပဲဖြစ်ဖြစ် အဲဒီမှာ သွေးတွေရှိတော့ ကျွန်မမှာ ဦးနှောက်အနာဖြစ်နေတယ်လို့ သူထင်တယ်။ ကျွန်မကို အရေးပေါ်ကားနဲ့ အခြားဆေးရုံကို ခေါ်သွားတယ်။ CT scan လုပ်ပြီး ကွာခြားမှုရှိပြီး ပုံမှန်ဖြစ်သွားတယ်၊ အခြားစမ်းသပ်မှုတွေလုပ်ပြီး အိမ်ပြန်ပို့တယ်။ ကျွန်မမှာ အုပ်စုခေါင်းကိုက်ရောဂါရှိတယ်လို့ ပြောတယ်။ နောက်တော့ ပြန်သွားပြီး နောက်တစ်ကြိမ်လုပ်တယ်။ ကျွန်မမှာ ကျနော့်ခေါင်းကိုက်ရောဂါရှိတယ်လို့ ပြောတယ်။ ဒေါက်တာဆီသွားပြီး ရက်အနည်းငယ်အကြာမှာ ကျွန်မမှာ အဆစ်အမြှေးရောင်ရောဂါရှိတယ်လို့ ပြောတယ်။ ကျွန်မကို ဆေးဝါးတစ်ပြုံကြီးပေးတယ်။ ကျွန်မ ဆေးရုံသွားတိုင်း သူတို့ပြောတာက ကျွန်မမှာ အဆစ်အမြှေးရောင်ရောဂါရှိတယ်၊ ဒါပေမဲ့ ကျွန်မမှာ အဆစ်အမြှေးရောင်ရောဂါရှိလို့ တစ်ပတ်လောက် စောင့်ကြည့်တယ်။ အခု ဆေးရုံသွားတိုင်းမှာ ကျွန်မ ကြောက်တယ်၊ စိတ်ပူမိတယ်၊ ပြီးတော့ စိတ်ဖိစီးမှုရှိတယ်လို့ ပြောတယ်။
1,Mirtazapine ကို ၇.၅ မီလီဂရမ်မှ ၃၀ မီလီဂရမ်အထိ ဖြည်းဖြည်းချင်းတိုးချဲ့လိုက်ပါတယ်။ ၃၉ မီလီဂရမ်ကို ၆ ရက်ကြာ သောက်ထားပြီး ကျွန်တော့ရဲ့ ပူပန်မှုက နေ့စဉ်တိုးလာပါတယ်။ ဒေါက်တာပြောတာက ဒါကို ၃ ပတ်ကြာအောင်ထားဖို့ပါ။ ဒါပေမဲ့ ရိုးသားစွာပြောရရင် ဒါကို ကျွန်တော် သည်းခံနိုင်မလားမသိဘူး။
1,\xa0Hi ငါ့နာမည်က Alexandra ပါ။ ငါက Zoloft ကို နှစ်ပတ်ကြာသုံးနေပြီ။ ငါဒါကို ပိုစိတ်ပူမိတယ်။ ငါ့စိတ်ပူမှုက ပိုဆိုးသွားတယ်။ ငါ့လက်ဖဝါးက ချွေးထွက်ပြီး အစပိုင်းမှာ အရမ်းဒေါသထွက်မိပေမဲ့ ဒါက ပျောက်သွားတယ်။ \xa0That ဟာ ပထမ ငါးရက်ပဲရှိသေးတယ်။ ဒါပေမဲ့ ငါ့စိတ်ပူမှုက အရင်ကထက် ပိုဆိုးတယ်။ ငါဟာ တိုက်ပွဲ (သို့) ပျံသန်းမှုပုံစံမှာ အများကြီးရှိသလို ခံစားရတယ်။ SSRI လက်တစ်ဆုပ်ပဲရှိတယ်၊ ဘာလုပ်ရမှန်းမသိဘူး။ ငါ့မှာ နှလုံးရောဂါတစ်ခုရှိတယ်၊ ငါ့နှလုံးက အရမ်းမြန်မြန်ခုန်နေတယ်။ ငါစိတ်ပူနဲ့ ရပ်နေတယ်။ စကားမစပ် ငါအနာဂတ်မှာ အမှားတွေလုပ်ဖူးတယ်၊ ငါ OCD ပူပန်မှုနဲ့ စိတ်ဓာတ်ကျတာကြောင့် သိတယ်၊ ဒါပေမဲ့ လတ်တလောက ဒါကို စွန့်ပစ်ခဲ့တယ်။ ငါဟာ စိတ်ပူတာရပ်လိုက်ရတယ်၊ ဘာဖြစ်လို့လဲဆိုတော့ ဒါက ငါ့နှလုံးအခြေအနေကို ပိုဆိုးအောင်လုပ်ပေးနိုင်လို့ပါ။ ငါ့နှလုံးအခြေအနေကို ပြန်ကြည့်ဖို့ SSRI ရဲ့ တစ်ဝက်လောက် (သို့) စိတ်ဖိစီးမှုနောက်ပိုင်း နှလုံးခုန်နှုန်းကို နှလုံးခုန်နှုန်းကို လျှော့ချလိုက်ရတယ်ဆိုပါစို့ ဆရာဝန်က စိတ်ပူတာကို ဖြေရှင်းပေးတယ်။ ဒါပေမဲ့ ဒီစိတ်ပူတာရဲ့ အောက်ခြေမှာ ရှိတာတောင်မှ ငါ့နှလုံးသားကို ပြောင်းလဲဖို့ ကြိုးစားကြည့်လိုက်ရတယ်၊ ကျေးဇူးတင်ပါတယ်။
1,မင်္ဂလာပါ ကျွန်တော် ငယ်စဉ်ကတည်းက ပူပန်မှုနဲ့ စိတ်ဓာတ်ကျမှုတွေနဲ့ ရုန်းကန်ခဲ့ရတယ် ဒါဟာ အမြဲတမ်းဖြစ်နေတဲ့ တိုက်ပွဲတစ်ခုပါ အရင်က လက်လီအလုပ်တွေလုပ်ရင်း ဘယ်လိုဖြေရှင်းခဲ့လဲဆိုတာတော့ ကျွန်တော် မသေချာပါဘူး ဒါပေမဲ့ တစ်နှစ်ကျော်လောက် အလုပ်မလုပ်ခဲ့တဲ့အချိန်ကို ရောက်လာပြီ ဘာလို့လဲဆိုတော့ အလုပ်ခွင်မှာ လူတွေနဲ့ တချိန်လုံး တုံ့ပြန်ဆက်သွယ်တာ မဖြေရှင်းနိုင်တာကြောင့်ပါ။ ကျွန်တော် ချစ်သူနဲ့ အတူနေခဲ့ပြီး စုဆောင်းငွေတွေနဲ့ နေနေခဲ့တာပါ၊ ဒါပေမဲ့ သင့်ဘဏ်စာရင်းက ဖြည်းဖြည်းချင်း ကျဆင်းတာ မြင်ရခြင်းကနေ လာတဲ့ စိတ်ဖိစီးမှုက အရမ်းကို ဆိုးဝါးလွန်းတယ်။ ကျွန်တော့ကျန်းမာရေးက ဘယ်တော့မှ ပိုဆိုးတာမဟုတ်ဘူး။ အမြဲတမ်း ပူပန်မှု၊ ကြောက်စိတ်၊ နေ့စဉ် ငိုတာမျိုးတွေပေါ့။ ကျွန်တော် ဘယ်တော့မှ အလုပ်ပြန်လုပ်လို့ မရနိုင်မှာကို ကြောက်တယ်၊ ဒါမှမဟုတ် အလုပ်ရှာလို့ မခံစားရတော့မှာကို ကြောက်တယ်၊ ကံကောင်းချင်တော့ ချစ်သူ၊ မိဘတွေရှိပြီး စိတ်ရောဂါအထူးကုဆရာဝန်ကို တွေ့ရတယ်၊ ဆေးဝါးတွေ သောက်နေတုန်းပါ။ မကြာသေးခင်ကမှ သူတို့ မသေချာဘူးဆိုရင် နေ့စဉ်အလုပ်လုပ်တာဟာ မသေချာတာလို့ ခံစားရတယ်၊ ဒီကိစ္စကို မစဉ်းစားမိဘူးဆိုတာ သိလိုက်ရတော့ မိဘတွေက အကုန်အကျတွေကို ကိုင်တွယ်ဖြေဖို့ ကျွန်တော်ကို ဘယ်တော့မှ မစဉ်းစားနိုင်ဘူးဆိုတာ သိလိုက်ရတယ်
0,အစ္မတို႔ မငိုပါနဲ႕... ေကာင္းတယ္ သြားၾကည့္ပါဦး... ဇူလိုင္လ ၁၃ ရက္ေန႔ကတည္းက 25mg ကို သံုးေနၿပီ၊ ဇူလိုင္လ ၂၉ ရက္ေန႔ကမွ 50mg sertaline ကို သံုးေနၿပီ။ တကယ္ေတာ့ အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း အျမဲတမ္း
1,မင်္ဂလာပါ၊ ဘယ်ကစရမလဲ မသေချာတော့ ကျေးဇူးပြုပြီး စိတ်ရှည်ပါဦး။ တစ်လကျော်လောက်က (ဇူလိုင်လ ၃၀ ရက်နေ့) ဒါအားလုံး စတင်ခဲ့တာပါ၊ (သို့) အနည်းဆုံးတော့ ကျွန်တော့လက်ရှိ ရောဂါလက္ခဏာတွေရှိတဲ့အဆင့်တွေမှာ စတင်ခဲ့တာပါ။ ဒီနေ့က ကျွန်တော့ရဲ့ ၅၀ နှစ်မြောက် မွေးနေ့ပါ။ ဒါပေမဲ့ ဒီထက်ပိုဆိုးတာ ဘာမှမရှိပါဘူး။ ကျွန်တော့မိသားစုနဲ့ မိတ်ဆွေတွေ လာရောက်လည်ပတ်တာထက် အခြားဘာမှမဟုတ်ပါဘူး။ ကျွန်တော့အသက်နဲ့ပတ်သက်ပြီး ပူပန်မှုမရှိခဲ့ဘူး။ အခုမဟုတ်ပါဘူး၊ အနည်းဆုံးတော့ သတိရှိရှိပါ။ မိသားစုက မေလအတွင်း အမေဆုံးရှုံးမှုကို ဖြတ်သန်းခဲ့ပြီး အခြားသော ဖိစီးမှုတွေနဲ့အတူ (အိမ်ဝယ်ဖို့ကြိုးစားခြင်း - ဒါက အဆင်မပြေတော့ဘူး၊ သမီးရွေ့ပြောင်းခြင်း၊ ဘဏ္ဍာရေး စသည်တို့) ။ ကျွန်တော့ကို ကူညီဖို့ တစ်ခုခုကို စမ်းကြည့်ချင်ခဲ့တယ်။ ကျွန်တော်ဆိုလိုတာက ကျွန်တော်ဟာ ပြင်းထန်တဲ့ စိတ်ဓာတ်ကျရောဂါကို ခံစားနေရတယ်၊ ဒါပေမဲ့ ၁၈ လလုံးလုံးလုံးလုံးလုံးဝ မအိပ်ပဲ နေရတော့တာပါ၊ ဒီတော့ ကျွန်တော့ကို စိတ်အေးချမ်းစေဖို့ မနက်ခပ်တဲ့ အိပ်စက်မှုတွေကို မတွေ့ချင်ခဲ့ဘူး။ ဒီတော့ မနက်ခပ်တဲ့ အိပ်စက်မှုတွေနဲ့အတူ ကျွန်တော့ကို ပြန်အိပ်ပျော်စေဖို့ တစ်နေ့တာတစ်ခုခု၊ မနက်ခပ်တဲ့နေ့တာတစ်ခု၊ နောက်ရက်အနည်းငယ်မှာ ကျွန်တော့ကို ERG မှုတ်ထုတ်လိုက်ရတော့မှာ ကျွန်တော့ရဲ့ စိတ်ဖိစီးမှုအဆင့်ဟာ အရမ်းမြင့်နေပေမဲ့ ကျွန်တော့အတွက်တော့ အတော်အဆင်ပြေပုံရတယ်၊ ဒါပေမဲ့ ကျွန်တော့ရဲ့ သွေးပေါင်မြင့်တဲ့ သွေးပေါင်ချိန်က ဒီထက်ပိုကောင်းတယ်လို့ ခံစားရတယ်၊ ဒါပေမဲ့ ဒီနေ့က ပိုကောင်းတယ်လို့ ခံစားရတယ် </text> </text>
2,ဟေးလူတို့၊ ကျွန်တော်က ၁၈ နှစ်၊ ကောလိပ်ကို မကြာသေးခင်က စခဲ့တာ။ နွေရာသီအတွင်းမှာ မရပ်မနား စိတ်ဓါတ်ကျစေတဲ့ ပူပန်မှု တိုက်ခိုက်မှုတွေ စဖြစ်ခဲ့တယ်။ လွန်ခဲ့တဲ့ တစ်လလောက်က ကျွန်တော့ကို Zoloft ညွှန်ကြားပေးခဲ့တယ်။ ကျွန်တော့ရဲ့ ပူပန်မှုကို အများကြီး ကူညီပေးပေမဲ့ ကျွန်တော် သတိထားမိတာလေးတွေရှိတယ်။ ဆိုလိုတာက တစ်ခါတစ်လေ ခေါင်းကိုက်တာ၊ မှတ်ဉာဏ်နဲ့ ပြဿနာ နည်းနည်းရှိပြီး မကြာခဏ အမြင်အာရုံ (ကျွန်တော့ရဲ့ အမြင်ကွင်းထဲက အရောင်တွေ၊ အကွက်တွေ) မြင်ရတာပါ။ ပုံမှန်အားဖြင့် ကျွန်တော် စိတ်ဖိစီးတဲ့အခါ အမြင်အာရုံက အပြင်းဆုံးပါ။ ဒါက ပုံမှန်လား။ စိတ်ဖိစီးမှု (သို့) ဖြစ်နိုင်ခြေရှိတဲ့ Zoloft ဘေးထွက်ဆိုးကျိုးတွေလား။
2,ကျွန်မ ဆရာဝန်က propranolol ကို ညွှန်ကြားထားတယ်၊ ကျွန်မက ပြင်းထန်တဲ့ ပူပန်မှု ခံစားနေရတာကြောင့်ပါ၊ ကျွန်မ လုံးဝ မယုံကြည်ပေမဲ့ ဒါက ဒါပဲ! ရင်ဘတ်ကျဉ်းတယ်၊ အသက်ရှူလို့မရသလို ခံစားရတယ်လေ၊ အသက်ရှူနေပေမဲ့ လည်ချောင်းထဲမှာ အမြဲတမ်း အဖုတစ်ခု ခံစားရတယ်၊ နှလုံးက ၈၅ နှလုံးခုန်နှုန်းထက် ဘယ်တော့မှ နည်းတာမဟုတ်ဘူး။ ကျွန်မက အမျိုးသမီး ၃၄ နှစ်၊ အရမ်းပါးပါးပေမဲ့ ဘယ်တော့မှ လေ့ကျင့်ခန်း မလုပ်နိုင်ဘူး၊ နှလုံးခုန်တာ... ဒါကို တစ်ညလုံးလုံး လုပ်နိုင်ခဲ့တယ်။ ဘာပဲဖြစ်၊ ဒီရုပ်ပိုင်းဆိုင်ရာ လက္ခဏာတွေကနေ အနည်းငယ် သက်သာဖို့ ကျွန်မ စိတ်ပျက်နေပေမဲ့ ကြီးမားတဲ့ ဝက်ခြံဖြစ်နေတော့ ကြောက်ပြီး စိတ်ပူလွန်းတယ်၊ (အေးအေး၊ အေးအေးအေးအေးအေးအေးအေး) ဒီသွေးပါတဲ့ ဆေးကို သောက်ဖို့! Catch 22... ဒီဆေးလုံးတွေ သောက်တာ အတွေ့အကြုံရှိသူတိုင်း အဖြေတစ်ခု ပေးချင်ပါတယ်။ ကျေးဇူးတင်ပါတယ်။ ကြိုတင်ပါတယ်။
1,(၃) ရက် (၂) ရက်လောက်က ဖန်ခွက်တွေလုပ်ခဲ့ပြီး ဒါဟာ ပထမဆုံးအကြိမ်ဖြစ်တယ် ဒီတော့ မနေ့က အဆင်ပြေတယ် ဒါပေမဲ့ ဒီနေ့တော့ ကိုယ်ခန္ဓာက ဆိုးဝါးနေတယ်၊ နှလုံးခုန်နှုန်းမြန်ပြီး လည်ချောင်းက တင်းကျပ်နေတယ် ညီမပြောတာက ကိုယ်ခန္ဓာက ဒါကို လိုချင်တာကြောင့် ပိုကောင်းအောင် လုပ်နိုင်ပေမဲ့ မလုပ်လို့ပါ ဒီတော့ ဘယ်နှစ်ရက် (သို့) ဘယ်သီတင်းပတ်လောက် ဒီလိုဖြစ်မလဲလို့ တွေးမိတယ်။ (သို့) လတွေပေါ့။ ကျေးဇူးပြုပြီး ကူညီပေးပါဦး။
1,ဒီတော့ လာမယ့် သီတင်းပတ်မှာ တက္ကသိုလ်တက်တော့မယ်၊ အိမ်ကနေ နှစ်နာရီလောက် ဝေးဝေးမှာ နေတော့မယ်၊ ဒါက ကျွန်မအတွက် ကြီးမားတဲ့ ကိစ္စဖြစ်တော့မှာပါ၊ အသက် ၁၄ နှစ်ကတည်းက OCD နဲ့ ပူပန်မှု ခံစားခဲ့ရလို့ပါ။ စိတ်ကျန်းမာရေးပြဿနာတွေက ကျွန်မလုပ်ချင်တာမှန်သမျှကို တားဆီးခွင့်မပေးဘူးလို့ အမြဲပြောခဲ့ပေမဲ့ တကယ် ပူပန်မိတာက ကျွန်မ မဖြေရှင်းနိုင်တော့ဘူးဆိုတာပါ။ ပြီးခဲ့တဲ့နှစ်က ကျွန်မအတွက် တကယ့်အဆင်းအဆင်းဖြစ်ခဲ့တယ်။ ဆရာဝန်က အစပိုင်းမှာ Propranolol ကိုသာ ညွှန်ကြားပေးပေမဲ့ အကြံပေးမှုအတွက် စိတ်ကျရောဂါနဲ့ ပူပန်မှု ဝန်ဆောင်မှုဆီလည်း ညွှန်ကြားပေးတယ်။ ဒါပေမဲ့ ကျွန်မဘဝထဲက အပြောင်းအလဲအားလုံးရဲ့ စိတ်ဖိစီးမှုက ကျွန်မကို တကယ့်ကို နှိမ့်ချသွားပြီး တကယ်ကို မျှော်လင့်ချက်မဲ့တယ်လို့ ခံစားမိတယ်။ တက္ကသိုလ်မှာ အပြုသဘောဆောင်နေဖို့ (သို့) ပူပန်မှုကို ကိုင်တွယ်ဖို့ အကြံဉာဏ်ရှိသူရှိလား။
1,ဒီနေ့ ဆရာဝန်ကိုတွေ့ပြီး ဆေးဝါးရွေးချယ်မှုတွေကနေ ဖြတ်သွားတယ်၊ အများအပြားသိတဲ့အတိုင်း ကျွန်တော် Diazepam သောက်နေပေမဲ့ ၁၈ နှစ်အကြာမှာ အလုပ်ကို တကယ်မလုပ်တော့ဘူး၊ ဆရာဝန်က အခြားတစ်ခု ထပ်ဖြည့်ချင်တယ်။ ဆေးဝါးတွေကို အရမ်းကြောက်ပေမဲ့ ဒီစိတ်ပူမှုက ခြေကုန်ခိုင်းပြီး စိတ်ပူတာနဲ့ ရုန်းကန်ရတာ အရမ်းခက်တယ်၊ နောက်တစ်ပတ် CBT ကို ပြန်စတော့မှာဖြစ်ပြီး ရောက်နိုင်မယ်လို့ မျှော်လင့်တယ်။ ဘာပဲဖြစ်ဖြစ် ဆေးဝါးအမျိုးမျိုးအကြောင်း ဖတ်နေခဲ့တယ်၊ Amitriptyline ကို အကြံပြုခဲ့ပေမဲ့ သူပြောတာက သူမကြိုက်ဘူး၊ Lexapro အကြောင်းမေးတော့ သူပြောတာက သူ့ပူပန်မှုက အခြားတစ်ခုခုကို ပြောင်းဖို့ ကျွန်တော့ကို အဆင်မပြေရင် ခက်ခဲနိုင်ပြီး ဦး နှောက်ပေါက်တာ ဖြစ်စေနိုင်တယ်တဲ့။ ချစ်စရာကောင်းတယ်။ သူကျွန်တော့်ကို စိတ်ငြိမ်ဆေးလိုချင်တယ်၊ တကယ် စိတ်ဖိစီးမှုရှိတယ်၊ စိတ်ပူတာတော့မဟုတ်ဘူး၊ ဒါပေမဲ့ စိတ်ပူတာက ကျွန်တော့မှာ စိတ်ဖိစီးမှုမရှိဘူးဆိုတာ သေချာတယ်၊ ဆရာဝန်က ကျွန်တော့ကို ကုသဖို့ အကြံပြုထားတယ်၊ အထူးသဖြင့် ဒီဖြစ်စဉ်မှာ ကြောက်စရာနည်းလမ်းတစ်ခုရှိတယ်ဆိုပေမဲ့ စိတ်ပူတာက ဒီနည်းလမ်းကို မစတင်ခင်အထိပါ။ စိတ်ပူတာက ဒီနည်းလမ်းကို မစတင်နိုင်ဘူးဆိုပေမဲ့ စိတ်ပူတာက ဒီနည်းလမ်းကို မစတင်နိုင်ဘူးဆိုပြီး စိတ်ပူမိတယ်။
1,ကျွန်တော် ခေါင်းမူးနေတာ (သို့) ဟန်ချက်မညီတာ ၁ လခွဲနီးပါးရှိပါပြီ။ ကျွန်တော် ဦးနှောက်ကို စကင်ဖတ်ပြီး ရလဒ်က ပုံမှန်ဖြစ်တယ်၊ ခေါင်းမူးနေတာလို့ပြောပြီး ဆေးတစ်ချို့ပေးတယ် ဒါက ကျွန်တော့အတွက် အလုပ်မဖြစ်ဘူး။ ကျွန်တော့ဇာတ်လမ်းက ကျွန်တော်ဟာ ရင်ဘတ်လေ့ကျင့်ခန်းလုပ်နေတုန်း ကိုယ်အလေးချိန်က ၂၀ ကီလိုပါ၊ လေ့ကျင့်ခန်းလုပ်ရင်း ခေါင်းမူးမိတယ်၊ ဖြစ်နိုင်တာက ကိုယ်အလေးချိန်ကြောင့် သာမန်ဖြစ်ပြီး နှလုံးက အရမ်းမြန်နေတယ် မကြာခင် ပျောက်သွားလိမ့်မယ်၊ ဒါပေမဲ့ မဟုတ်ဘူး၊ အဆိုးဆုံးနဲ့ အဆိုးဆုံးဖြစ်သွားပြီး ကိုယ့်ကိုယ်ကို ထိန်းချုပ်ပြီး အိမ်ကိုသွားတယ်၊ အနားယူဖို့ အိပ်ရာပေါ် လှဲချလိုက်တယ်၊ ဒါပေမဲ့ ခေါင်းမူးမှုက မပျောက်တော့ဘူး။ အရေးပေါ်ဆေးရုံကိုသွားတော့ စမ်းသပ်မှုတွေလုပ်ပြီး သွေးပေါင်က ဒီအကြောင်းကြောင့် နိမ့်နေတယ် လို့ပြောတယ်။ ဒီတော့ နောက်တစ်နေ့မှာ အိပ်ရာထလာတော့ ခေါင်းမူးပြီး ပိုဆိုးသွားတယ်၊ လည်ပင်း၊ လည်ပင်း၊ နား၊ မျက်လုံးတွေမှာ ဖိအားပေးမှုရှိတယ်၊ အမြင်က သိပ်မကြည်လင်ပြီး ဦးနှောက်ကို အာရုံစိုက်ဖို့ ကူညီပေးတာဖြစ်လောက်တယ်။ ခေါင်းမူးပြီး အိပ်ရာထလာရင် ခေါင်းမူးတာ ခံစားရတယ် (သို့) ခေါင်းမူးတာ (သို့) ခေါင်းမူးတာ (သို့) ခေါင်းမူးတာ (သို့) ခေါင်းအိမ့်တာ (သို့) ခေါင်းအိမ့်တာ (သို့) ခေါင်းအိမ့်တာ (သို့) ခေါင်းအိမ့်တာ (သို့) ခေါင်းအိမ့်တာ (သို့) အိမ့်တာ (သို့) အိမ့်တာ (သို့) အိမ့်တာ) ၊ ခေါင်းအိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိမ့်အိ .
